Date,Farm,Sensor Number,"Type of Trap (G = Ground, P = Pitfall, F = Fly trap) ",Species,Total Count,Number of Legs,Number of wings,Color,Features,Body segments,Photo,Species? ,Photo File Name,
7/22/19,PU,4C,F,hemiptera,6,6,4,"yellow head with dark vertical stripes, black eyes, black abdomen, black pronotum","nubby head, pronotum ends in a posterior triangle, longs spidery legs, leaf-shaped body",3,,,,
7/22/19,PU,4C,F,fly,3,6,2,"browny black body, yellow legs, dark red eyes","translucent wings, big red eyes, plump body, around 3mm in length",3,,,,
7/22/19,PU,7C,G,flower fly,2,,,,,,,flower fly,,
7/22/19,PU,7C,G,beetle,2,6,2,"red body with black dots on its third section and middle section, black head, yellowtranslucent legs ","around 3-4mm in length, two black dots on its third section and a black zig zag line underneath it, large black strip doen the middle of the mid section",3,,,,
7/22/19,PU,8C,G,fly,2,6,2,brown,"half-spherical head with red eyes laterally, roughly spherical thorax, flattish abdomen, yellow legs",3,,,PU-7-22-8G-fly,
7/22/19,PU,7C,G,fly,3,6,2,"shiny black head, thorax, abdomen, femurs, and tibias. Light brown tarsus and off-white wings. maroon eyes.","pancake-like head smooshed against thorax. Two spongy projections from face. Eyes set into head. Thorax very fat with conical point at joint with legs. Long black, pointy hari on thorax. Andpmem re;atively flat.",3,,,,
7/22/19,PU,7C,G,beetle,1,6,2,"red eyes, brown body","bead like antennae, vertical ridges on abdomen, kind of flat, 0.5cm",2,,,,
7/22/19,PU,8C,G,orthoptera,9,6,4,"black, yellow","nubby head, tubular body, yellow legs",3,,,PU-7-22-8G-orthoptera,
7/22/19,PU,8C,G,ant,4,6,2,"black, brown","half-sphere head, segmented antannae with long terminal segment, roughly spherical thorax, elongated teardrop abdomen",3,,,PU-7-22-8G-ant,
7/22/19,PU,7C,G,fly,1,6,2,"metallic blue all over, black thighs and yellow tibia","translucent wings, buldgey body, grey long antennae, long skinny tail, black hair follicles along its legs, around 7mm in size",3,,,,
7/22/19,PU,7C,G,classic grey fly,1,,,,,,,classic grey fly,,
7/22/19,PU,8C,G,fly,5,6,2,"black, yellow","half-sphere head, sphericla thorax with protrusion triangular over abdomen, yellow eyes lateral",3,,,PU-7-22-8G-fly2,
7/22/19,PU,8C,G,dermaptera,2,6,0,brown,"flat head, tubular tapering body, white stripe on posterior half, black hairs, spider-like legs",3,,,PU-7-22-8G-dermaptera,
7/22/19,PU,7C,G,orthoptera,13,6,4,"black, yellow","nubby head, tubular body, yellow legs",3,,,,
7/22/19,PU,8C,G,fly,68,6,2,"black, yellow","half-sphere head, sphericla thorax with protrusion triangular over abdomen, red eyes lateral, certical face antannae, yellow legs",3,,STUPID,PU-7-22-8G-fly3,
7/22/19,PU,8C,G,fly,7,6,2,black,"half-sphere head, scaly glossy black, large (~4mm), dense black hair all over body",3,,,PU-7-22-8G-fly4,
7/22/19,PU,7C,G,fly  (same as row 597),2,6,2,"black head divided into 3 sections with yellow lines, black body and tail, yellow abdomen, yellow/clear legs ","brown eyes (70%), black skinny antennae, translucent wings, lower portion of legs are segmented, around 4mm in size",3,,,,
7/22/19,PU,7C,G,fly,29,6,2,"browny black body, yellow legs, dark red eyes","translucent wings, big red eyes, plump body, around 3mm in length",3,,,,
7/22/19,PU,8C,G,orthoptera,2,6,4,"black, white","nubby head, white stripe down anterior of head, white legs",3,,,PU-7-22-8G-orthoptera2,
7/22/19,PU,8C,G,fly,8,6,2,"black, yellow","half-spherical head, thorax slightly protrudes over abdomen, flat tapering abdomen, black femur, yellow tibia and tarsus",3,,,PU-7-22-8G-fly5,
7/22/19,PU,7C,G,insect,1,6,2,"vibrant green all over with a slighter yellower shade head, green legs","black eyes (70%), long thin antennae, green translucent wings, around 2-3mm in length",3,,,,
7/22/19,PU,7C,G,beetle (same as orchard organics row 312),2,6,2,"black all over, brown legs, ","small white hairs all over body and tail, round organism (circle shape), around 1-2mm in length, head and body are compressed with the tail being the main part of organism, forewings are brown and lie vertically along its back, hindwings are translucent",3,,,,
7/22/19,PU,8C,G,orthoptera,2,6,4,geenish white,"nubby head, leaf-shaped body",3,,,PU-7-22-8G-orthoptera3,
7/22/19,PU,7C,G,ant,1,6,0,"black, brown","large egg head, long thin thorax, egg abdomen, light brown pincers on head, finely segmented antannae",3,,,,
7/22/19,PU,8C,G,hemiptera,1,6,0,translucent white,"elephant-like head with long antannae, clearly see-through",3,,,PU-7-22-8G-hemiptera,
7/22/19,PU,7C,G,spider,1,8,0,"light brown egg sack, tan and black head, tan legs","black spots all over the head, around 4mm in length, fuzzy looking head and smooth looking egg sack",2,,,,
7/22/19,PU,8C,G,orthoptera,2,6,4,"bright green, yellow","nubby head, leaf-shaped body",3,,,PU-7-22-8G-orthoptera4,
7/22/19,PU,8C,G,ant,8,6,2,"black, yellow","half-spherical head, egg-shaped thorax, flat teardrop abdomen, yellow legs, segmented antanne",3,,,PU-7-22-8G-ant2,
7/22/19,PU,8C,G,fly,107,6,2,black,"half sphere head, two little balls on face, smooth glossy thorax, small teardrop abdomen",3,,,PU-7-22-8G-fly6,
7/22/19,PU,7C,G,beetle,1,6,2,"black head, orange/brown mid section, dark brown third section, brown leg","the tip of the third section is black, around 5-6mm in length, shinny skin, lines going across th third section, little specs on the mid section",3,,,,
7/22/19,PU,8C,F,insect,1,6,2,"vibrant green all over with a slighter yellower shade head, green legs","black eyes (70%), long thin antennae, green translucent wings, around 2-3mm in length",3,,,,
7/22/19,PU,7C,G,fly,1,6,2,"yellow body, head and legs, black eyes","brown towards the end of the body, body becomes dark yellow around the mid section, around 2mm in length ",3,,,,
7/22/19,PU,8C,G,spider,1,8,0,"brown, black","just legs and black mandibles, black hair on brown legs",2,,,PU-7-22-8G-spider,
7/22/19,PU,8C,G,hemiptera,3,6,2,"black, yellow","small head, some hunchback, broad pronotum, abdomen shrinks laterally then broadly",3,,,PU-7-22-8G-hemiptera2,
7/22/19,PU,8C,G,fly,1,6,2,brown,"spherical head and thorax, flat teardrop abdomen",3,,,PU-7-22-8G-fly7,
7/22/19,PU,8C,F,fly,1,6,2,"shiny black head, thorax, abdomen, femurs, and tibias. Light brown tarsus and off-white wings. maroon eyes.","pancake-like head smooshed against thorax. Two spongy projections from face. Eyes set into head. Thorax very fat with conical point at joint with legs. Long black, pointy hari on thorax. Andpmem re;atively flat.",3,,,,
7/22/19,PU,8C,F,beetle/cicada,2,6,2,"grey/black splotchy head, black body and tail, yellow legs","black eyes on the side of its head, round triangular head, grey translucent wings, aroudn 4-6mm in size",3,,,,
7/22/19,PU,8C,F,fly,7,6,2,"black, yellow","half-spherical head, thorax slightly protrudes over abdomen, flat tapering abdomen, black femur, yellow tibia and tarsus",3,,,,
7/22/19,PU,8C,F,fly,3,6,2,"metallic blue, black, white, yellow","egg-shaped thorax, tapered abdomen (flat), pancake head, lateral inset eyes, yellow legs, black and white striped wings, shiny metallic blue body",3,,,,
7/22/19,PU,8C,G,fly,3,6,2,black,"flattish head, thick thorax and abdomen, stubby body, small",3,,,PU-7-22-8G-fly8,
7/22/19,PU,8C,G,fly,2,6,2,black,"black eyes, thick thorax, flaccid abdomen",3,,,PU-7-22-8G-fly9,
7/22/19,PU,8C,F,yellow larva,4,,,,,,,,,
7/22/19,PU,8C,G,fly,1,6,2,"metallic black, yellow","pancake head with deep red eyes, yellow legs, flat teardrop abdomen",3,,,PU-7-22-8G-fly10,
7/22/19,PU,8C,F,beetle,1,6,4,black and yellow,"small head, yellow antannae",3,,,,
7/22/19,PU,8C,F,insect,1,6,0,"black and white striped legs, white and black head, light/ dark brown body ","around 1-2mm in length, two black stripes on head, has a bumpy and wrinkly looking body",2,,,,
7/22/19,PU,1C,F,cicada/beetle,1,6,2,"bright green body and tail, yellow head, green legs","translucent wings, round triangular head, black eyes on the side of its head, aroudn 2-3mm in size",3,,,pu-7-24-1F-beetle/cicada1,
7/22/19,PU,1C,F,fly,3,6,2,"black head, brown body, grey tail, yellow legs","grey beady antennae, translucent wings, cone like tail, around 2-3mm in size",3,,,pu-7-24-1F-fly1,
7/22/19,PU,7C,F,fly,8,6,2,"metallic blue, black, white, yellow","egg-shaped thorax, tapered abdomen (flat), pancake head, lateral inset eyes, yellow legs, black and white striped wings, shiny metallic blue body",3,,,,
7/22/19,PU,7C,F,beetle/cicada,3,6,2,"grey/black splotchy head, black body and tail, yellow legs","black eyes on the side of its head, round triangular head, grey translucent wings, aroudn 4-6mm in size",3,,,,
7/22/19,PU,7C,F,fly,1,6,2,brown,"half-spherical head with red eyes laterally, roughly spherical thorax, flattish abdomen, yellow legs",3,,,,
7/22/19,PU,7C,,F,1,1,6,2,"shiny black head, thorax, abdomen, femurs, and tibias. Light brown tarsus and off-white wings. maroon eyes.","pancake-like head smooshed against thorax. Two spongy projections from face. Eyes set into head. Thorax very fat with conical point at joint with legs. Long black, pointy hari on thorax. Andpmem re;atively flat.",3,,,
7/22/19,PU,1C,F,beetle (same as orchard organics row 312),2,6,2,"black all over, brown legs, ","small white hairs all over body and tail, round organism (circle shape), around 1-2mm in length, head and body are compressed with the tail being the main part of organism, forewings are brown and lie vertically along its back, hindwings are translucent",3,,,,
7/22/19,PU,7C,,F,3,3,,,,,,,,
7/22/19,PU,1C,F,fly,2,6,2,"black, yellow","half-sphere head, sphericla thorax with protrusion triangular over abdomen, red eyes lateral, certical face antannae, yellow legs",3,,,,
7/22/19,PU,7C,,F,1,1,6,2,"black all over, brown legs, ","small white hairs all over body and tail, round organism (circle shape), around 1-2mm in length, head and body are compressed with the tail being the main part of organism, forewings are brown and lie vertically along its back, hindwings are translucent",3,,,
7/22/19,PU,7C,,F,1,1,6,2,"black, yellow","half-sphere head, sphericla thorax with protrusion triangular over abdomen, red eyes lateral, certical face antannae, yellow legs",3,,,
7/22/19,PU,7C,,F,7,7,6,2,"browny black body, yellow legs, dark red eyes","translucent wings, big red eyes, plump body, around 3mm in length",3,,,
7/22/19,PU,8C,G,fly,2,6,2,"metallic blue, black","half-spherical head, striped wings, flat teardrop abdomen",3,,,PU-7-22-8G-fly11,
7/22/19,PU,8C,G,fly,1,6,2,"black, brown","thick spherical thorax, flat elongated abdomen, yellow legs",3,,,PU-7-22-8G-fly12,
7/22/19,PU,8C,G,orthoptera,2,6,4,"black, yellow","large (~2cm), long pointy thing originating from posterior, head sitsflat downward on thorax, pronotum black and yellow vertical striping, spiky legs",3,,,PU-7-22-8G-orthoptera5,
7/22/19,PU,8C,G,hemiptera,3,6,2,black,"long back legs sticking out from behind, large posterior femurs, hunchback",3,,,PU-7-22-8G-hemiptera3,
7/22/19,PU,8C,G,gnat,2,6,2,"black, brown","small spherical head, clearly segmented antannae, hunchback, teardrop abdomen translucnet brown and clearly segmented, long legs bend outward at femur-tibia joint",3,,,PU-7-22-8G-gnat,
7/22/19,PU,8C,G,fly,4,6,2,"black, yellow","half-spherical head, yellowish dorsal thorax, black and yellow striped abdomen---flat, yellow legs, large (~0.8cm)",3,,,PU-7-22-8G-fly13,
7/22/19,PU,8C,G,fly,1,6,2,"black, yellow","lumpy, slimy thorax with something resembling vertical divots, flat abdomen, yellow legs",3,,,PU-7-22-8G-fly14,
7/22/19,PU,8C,G,beetle,1,6,4,"black, brown","large (~2cm), broad smooth pronotum, head tapers to point, curly antannae",3,,,PU-7-22-8G-beetle,
7/22/19,PU,8C,G,fly,2,6,2,"black, yellow","half-spherical, spherical scaly thorax, tubular abdomen, yellow legs",3,,,PU-7-22-8G-fly15,
7/22/19,PU,8C,G,ant,1,6,2,"black, yellow","clearly segmented antanne, yellow legs, spherical head and thorax, teardrop abdomen, small",3,,,PU-7-22-8G-ant3,
7/22/19,PU,8C,G,fly,6,6,2,"black, white","chalky black, large, scaly armor, large red-orange eye, black legs",3,,,PU-7-22-8G-fly16,
7/22/19,PU,8C,G,beetle,1,6,4,"orange, black","orange body with black spots, black legs",3,,,PU-7-22-8G-beetle2,
7/22/19,PU,8C,G,gnat,1,6,2,"black, red, translucent brown","small, tiny black hed on reddish body",3,,,PU-7-22-8G-gnat2,
7/22/19,PU,8C,G,larvadude,1,6,0,"brown, black","tubular head and thorax, black teardrop abdomen",3,,,PU-7-22-8G-larvadude,
7/22/19,PU,8C,G,beetle,1,6,4,"black, brown","broad rectangular pronotum, triangular head, ovular abdomen",3,,,PU-7-22-8G-beetle3,
7/22/19,PU,8C,G,fly,1,6,2,"yellow, black, pink","yello racing striped down thorax, yellow stripes across black abdomen horizontally, pink head",3,,,PU-7-22-8G-fly17,
7/22/19,PU,8C,P,fly,1,6,2,brown,"spherical head, tubular body, long wings, thin long antannae",3,,,PU-7-22-8P-fly,
7/22/19,PU,8C,P,tick,2,6,0,light brown,"elliptical body, very small, thin legs",1,,,PU-7-22-8P-tick,
7/22/19,PU,8C,P,beetle,2,6,4,black,"elliptical total body, flat head, small forewings/abdomen, fan of small protrusions around lateral neck",3,,,PU-7-22-8P-beetle,
7/22/19,PU,1C,P,ant,1,6,2,"black, yellow","flat head, short rubular thorax, thin connectors between body segments, teardrop abdomen, clearly segmented medium-length antannae",3,,,PU-7-22-1P-ant,
7/22/19,PU,6C,P,beetle,2,6,4,brown,"flat triangular head, broad pronotum, ~1.5cm, clearly segmented antannae ~ head length, vertical divots on forewings",3,,,PU-7-22-6P-beetle,
7/22/19,PU,6C,P,beetle,1,6,4,red-brown,"broad pronotum, egg-shaped, smooth",3,,,PU-7-22-6P-beetle2,
7/22/19,PU,6C,P,tick,1,6,0,"black, yellow","teeny tiny (~0.5mm), long yellow legs",3,,,PU-7-22-6P-tick,
7/22/19,PU,7C,P,beetle,1,6,4,red-brown,"broad pronotum, egg-shaped, smooth",3,,,PU-7-22-7P-beetle,
7/22/19,PU,,,,,,,,,,,,,
7/22/19,PU,,,,,,,,,,,,,
7/22/19,PU,,,,,,,,,,,,,
7/22/19,PU,,,,,,,,,,,,,
7/22/19,PU,,,,,,,,,,,,,
7/22/19,PU,,,,,,,,,,,,,
7/22/19,PU,,,,,,,,,,,,,
7/22/19,PU,,,,,,,,,,,,,
7/22/19,PU,,,,,,,,,,,,,
7/22/19,PU,,,,,,,,,,,,,
7/22/19,PU,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
7/22/19,,,,,,,,,,,,,,
